headline,year
4 Tight Pencil Skirts That Will Keep the Thousands of Tiny Spiders That Make Up Your Body in Place,2020
"How I Learned to Love My Body, Even Though I’m the Second Body in a Human Centipede",2020
Toy Story 5? This Woman’s Strap-On Came to Life While She Was at Work,2020
Theater Kid Now Data Entry Grownup,2020
Woman Refers to Amicable Breakup as ‘My Trauma’,2020
"<i class=""fas fa-lock-alt""></i>4 Things That Happen To Your Body When You Stop Eating Ass",2020
How To Enjoy ‘WAP’ Even Though Your Antidepressant Gives You ‘DAP’,2020
"4 Incredible Female Skateboarders Who Can Kickflip And Everything, You Uncoordinated Bitch",2020
QUIZ: Can I Get a Hell Yeah?,2020
This One Line on Your Palm Will Tell if You’ve Been in a Horrible Meat Grinding Accident,2020
Witch Ready to Enter Hag Stage,2020
"‘Women Are Just Better At Managing The Kids,’ Says Husband With Four Different Fantasy Football Leagues",2020
Button Fell Off? Here’s How to Put it in a Drawer and Forget About it Forever,2020
"How to Give a Blow Job Safely, With a Mask and Face Shield",2020
I Just Want Quarantine to be Over so I Can Go Back to Sucking Froyo Directly Out of the Machine,2020
Fingers Crossed That Quarantine Depression Will Cancel Out Upcoming Seasonal Depression,2020
"Wow! This Woman Aged Gracefully by Exiling Herself to the Wood, and Living Out Her Days in a Candy House",2020
"6 Sexy Train Conductors That Say, ‘Choo Choo! All Aboard My Dick!’",2020
"Sharkboy and Lavagirl May Be Parents Now, But the Teletubbies Are Notaries in Upstate New York",2020
4 CBD Gummies to Take After Aunt Linda Calls You a Communist,2020
Uh Oh! All the Scientists Assumed Someone Else Was Working on Vaccine,2020
Public Health Hero? Woman Spends Half of Migraine Explaining How Bad Migraines Feel,2020
"Bed Unsure How Much Longer it Can Bear Weight of Acting as Desk, Dining Table and Movie Theater",2020
Why I’m Refusing to Vote Unless I Can Do it by Text Like ‘American Idol’,2020
Ellen to Go on ‘Ellen’ to Rehabilitate Her Image,2020
Mom Wants You to Know That Plane Tickets Are Really Cheap Right Now,2020
Huge! Woman’s Screen Time Down 3% From 3 Million Hours a Day,2020
Woman Nostalgic For Three Minutes Ago Before Boss Asked Her To Do Something,2020
"QUIZ: What’s the Best Way to be a Person in This World? Please, Will You Tell Us?",2020
4 Girl Bosses Who are Driven by Fear of Death,2020
6 Photos of Halloumi That Make Us Feel Something That’s Actually Kind of Hard to Process,2020
Why Are Men Are Judged On Their Potential and I Am Judged On That Time I Keyed Dylan’s Car?,2020
I LIVED IT: My Boyfriend Visited Another Girl’s Animal Crossing Island,2020
"4 Bath Bombs That Are Nice if You’re Already Feeling Good, But They’re Not Going to Turn it All Around",2020
Awesome! This Celeb is the Same Height as Hadley,2020
Second Wave Of Texts From Rob Expected to Be Much Worse,2020
Five Guys Introduces Socially Distant Burger,2020
BREAKING: Dad Has That Type of Battery,2020
This Woman Can’t Cum From Penetration Because She’s An Extrovert,2020
Why I Wear A Mask To Protect Ms. Frizzle’s Class Inside My Esophagus,2020
These Somber Zoom Backgrounds Will Show Respect at Your Next Virtual Funeral,2020
Whoa! Little Dog Rocking Some Serious Dong,2020
Why I Stopped Comparing Myself To Others And Started Comparing Myself To This Stock Photo Of Me Reductress Took Two Summers Ago When I Was Thinner,2020
Jealous? This Dog’s Room is Clean,2020
Finally! Rugrats in Paris Gets a Live-Action Remake With an All-Female Cast,2020
Lila Posting Video of Herself Eating a Big Piece of Arugula?,2020
"Oh, Yes, I Miss Manicures Too…’ Says Woman Whose Greatest Joy is Biting and Eating Her Own Dirty Fingernails",2020
QUIZ: How Long Has This Leftover Rice Been Here,2020
Why I’m Taking a Stand Against the Wedding Industrial Complex by Getting Married in This Three-Piece Zoot Suit,2020
Feminist Hero? This Woman Was Instantly Approved for a Credit Card in the Mail,2020
How to Socially Distance When You’re the Old Crone Who Lives Inside the ATM and Hands People Their Money Through the Slot,2020
"Why I’m Done Caring What People Think, Unless I Need To Ask My Family For Money",2020
Mom Rationing Out the Shrimp,2020
Inspiring! Teacher’s Lesson Plan Also Includes Their Will,2020
Woman Can’t Be Sure If Butt Scrub Did What It’s Supposed To Do,2020
Woman Wishes She Could Stand 6 Feet Away From Herself,2020
I LIVED IT: I Invited Three Strangers to My Wedding and One of Them Might be My Dad,2020
Win! Boyfriend’s Hair Now Long Enough to Braid,2020
How to Manifest a Dump-Truck Ass,2020
Why I Decided to Stop Wearing Bras and Start Wearing Apple Bottom Jeans (Jeans) Boots With the Fur (With the Fur),2020
Woman Seconds Away From Finding Candle That Will Fix Everything,2020
Want to Unplug? There’s an App for That,2020
Ultimate Minimalist? This Woman is Naked,2020
Take This Quiz and We Will Tell You Anything You Want to Hear…Please We Are So Lonely,2020
Tragic! This Woman’s Phone is Ringing,2020
"This Iconic Cast Just Reunited and Usually We’d be All Over This, But is Now Really the Time?",2020
Why I’m Only Allowing Masked Men Inside of Me,2020
‘Any Fun Summer Plans?’ Question Appears Serious,2020
"6 Gazebos That Really Say, ‘Fuck Walls’",2020
Mom’s Description of Movie Could Be Any Movie,2020
Wow! Great Horned Owl? More Like Great Horny Owl! Geez This Owl is Horny!,2020
‘Remember Toilets?’ Says Woman with Clear Misunderstanding About Pandemic Restrictions,2020
Want to Feel Old? Yesterday Was Yesterday,2020
Woman’s Armpit Proves She Doesn’t Have COVID-related Loss of Smell,2020
How To Cope When He’s Gaslighting You And Also He Is Your Mayor,2020
Here’s How These TikTok Witches Hexed the Moon to Make It Fuck The Sun,2020
Lin Manuel Confirms Eliza Gasped Because She Left Her Straightener On,2020
Air Conditioner is Surviving The Hardest Summer Of Its Little Life,2020
4 Nicki Minaj Lyrics to Caption a Picture of You and 7 Other White Friends on a Boat,2020
Real-Life Facebook? This Girl Just Remembered Something That Happened on This Day,2020
Everyone is a Combination of Two Snacks – Here’s Why Yours is Cultural Appropriation,2020
How I Get It Done: I Simply Don’t,2020
Why I’m Taking a Gap Year to Live in a Lair Beneath This Opera House,2020
"‘Wearing A Mask Destroys Brain Cells,’ Posts High School Friend Who Taught You How to do Whip-Its",2020
Wow! This Octopus Has a Higher IQ Than All Your Exes Combined,2020
Woman Eats Warheads Just to Feel Something,2020
Cute! Woman Keeps Saying ‘When This is All Over’,2020
QUIZ: Are You Not Made for a 9-5 Office Job or is No One Made for a 9-5 Office Job?,2020
How to Stay Humble Even Though Your Parents Had a Second Fridge in Their Garage,2020
"Zoom Wedding To Include Cha-Cha Slide, Unfortunately",2020
27 Dreams It is Too Late to Follow,2020
Burgundy Hair Looks That Say ‘Please Don’t Google Me Or You’ll Find My Dr. Who Fanfiction’,2020
QUIZ: What if I Just Lie Down and Close My Eyes for a Moment?,2020
REPORT: Unclear If Saying is Wise or Just Written on a Wall,2020
Woman Left Phone at Home?,2020
4 Brave Women Who Didn’t Cry at the Doctor’s Office Today Even Though They Had to Get a Shot,2020
"Prenatal Vitamins So Your Baby Comes Out With One Knee Bent a Little, Perfect for Photos",2020
Birthday Girl Brings Cupcakes For Her 300-Person Lecture,2020
"I Asked Someone to Watch My Stuff, And When I Came Out of the Bathroom, The Whole Coffee Shop Was Applauding My Jacket",2020
Luddite? This Woman Doesn’t Kiss Thru the Phone,2020
Now Streaming! My Pee,2020
"Aw! This Woman Doesn’t Miss Her Family, But She Does Miss Having a Sephora Employee Constantly Asking Her If She Needs Help",2020
How to Take a Shit at the Beach,2020
Too Far? This Meeting Got CANCELLED,2020
"This Comet Only Appears in the Sky Once Every 6,000 Years Because it Needs Some Space",2020
REPORT: What Are Eyebrows For,2020
Why I’m Refusing To Apologize For Eating The Plums That Were In The Icebox,2020
Stoned Woman Doing Menial Task Experiences First Taste of Inner Peace in Months,2020
REPORT: No Spoons,2020
Woman Craving Chili Cheese Dog Never Been More Fertile,2020
Zoom Background Just Picture Taken When Living Room Was Clean,2020
5 Times My Tall Husband Joseph Insisted On Cooking Beef,2020
"QUIZ: Are You a Mary Anne, Claudia, or a 35-Year-Old Woman?",2020
"If You Like Shiplap, Then You’ll Love Explaining To Us What Shiplap Is Because We’re Unclear",2020
Material Success Doesn’t Bring Happiness. Here’s Why I’m Still Willing to Give it a Shot,2020
BREAKING: Groom’s Hairline Will be Pushed Back as Well,2020
Goals! This Woman’s Screen Time is Way Down Ever Since She Fell Into a Manhole,2020
This Woman Died at Disney World – From Having Too Much Fun! And Also COVID-19,2020
Brave! This Woman Had 3 Extra Months and Still Waited Until the Last Day to Do Her Taxes,2020
"Same, Girl! This Ham is Spiraling",2020
Ice Cream Truck’s Joyful Tune Just a Goddamn Slap in the Face,2020
Wow: Leaf Blowing in the Wind Truly Just Vibing,2020
Personal Crisis Relaxing Reprieve From Global Crisis,2020
Mattel Announces New Barbies Will Have Razor Burn on Their Bikini Line,2020
Tired of Homeschooling? Betsy DeVos Suggests Letting Your Kid Die,2020
"Photos App Just Letting You Know That One Year Ago Today Ryan Came On Your Back, In Case You Forgot",2020
"I Masturbate With My Pinkie Up, Like a Lady",2020
Can You Guess How Many Tampons Are Inside This Woman?,2020
"Grandma Only Supports Defunding the Police Because a Cop Was Rude To Her Once, But We’ll Take It!",2020
4 Reasons Why I Shouldn’t Have To Step Aside And Let This Kid Have A Turn On The Big Bass Wheel At Dave And Busters,2020
Bathroom Selfie Taken Moments After Monster Shit,2020
Waitress Recommends the Shrimp or Maybe Staying the Fuck Home?,2020
Beautiful: This Woman Saved Hundreds of Pit Bulls by Spreading Slanderous Lies About Golden Retrievers,2020
Wow! Woman Fails Drug Test But Passes Coolness Test,2020
Scientists Explain: How Do Cops Sleep at Night?,2020
"Move Over, ‘Cottagecore’: Here’s Why I Fantasize About Living In An Old Mine Shaft",2020
Problematic? This Cat Hates Jazz,2020
Help! My Boyfriend is Listening to the Star Wars Theme as if It’s Regular Music,2020
Grocery Store Cart Stocked like Everything in the Store is Free,2020
Ex Takes New Girlfriend on Dates?,2020
This Carefree Bitch Purchased Roller Skates,2020
Tiny Sunglasses Not Great,2020
Wow! These 5 Fiona Apple Songs Are Actually About a Specific Muppet,2020
Why I Don’t Go to Therapy and Just Watch Frasier Re-Runs Instead,2020
Rachel Adding Ingredients to Smoothie with Reckless Abandon,2020
Why I’m Staying at Home Unless You Have a Boat,2020
"QUIZ: Is He Hot, or Is He Just the First Person You’ve Seen Wearing Their Mask Correctly?",2020
Mom Still Fucks With ‘I Hope You Dance’,2020
How to Make Your Friend’s C-Section About You,2020
Love Something? Here’s Why It’s Actually Bad,2020
"Sad! This Woman Likes Board Games but Not Enough That It’s, Like, a Thing About Her",2020
Woman Makes Snack to Muster Energy to Make Meal,2020
"Disney to Remove Racist Characters from Splash Mountain, While Keeping Racist Characters in Hall of Presidents",2020
Face Mask Hotboxed,2020
Nice! This Woman Birthed a Fresh-Ass Baby,2020
Alternate Life Briefly Imagined Following Mom’s Comment That You Were Almost Named ‘Penelope’,2020
STUDY: Intermittent Fasting Stupid Easy When You Sleep Until Noon,2020
26-Year-Old Still Pretends Smarties are Medicine Even Though She’s on 7 Prescription Medications,2020
Dad Remarkably Consistent in Learning of Celebrity Deaths Two Days After They Are News,2020
REPORT: Ernie is a Thicc Little King,2020
Finally! Scientists Discover The Natural Linen Pant That Will Make You a Good Person,2020
"Indian Woman Thinks Protests Are Pointless, Forgets How Colonization Ended",2020
"This Woman Threw Something Into the Garbage From Across the Room, but No One Saw So Now She’s Making Us Write This Whole Article About It",2020
Aunt Who Makes Yearly Scene at Christmas Thinks Your Activism is ‘A Little Dramatic’,2020
How to Have an Emily Dickinson Summer,2020
How I Sleep At Night Knowing My Boyfriend Has a Bigger Ass Than Me,2020
"Shit, Bug Can Fly",2020
Whoa! Turbotax Got HOT Over The Summer,2020
Should We Train Lobsters to be Waiters So We Can Keep Going to Applebee’s?,2020
How to Call Out Your Family Members for Refusing to Eat Pussy,2020
"Biden Says VP Pick Is Between Elizabeth Warren, Kamala Harris, and A Beautiful Lady Ostrich",2020
"Sorry for the Background Noise, My Mom is Going Up and Down the Stairs in Flip-Flops",2020
Wow! These Experienced Racial Justice Organizers Changed Tactics After Hearing What Some Guy Had to Say,2020
Woman Full,2020
Bra Furlough Extended,2020
Okay! Uncle Says You’ve ‘Got a Good Silhouette’,2020
"White Woman Doing The Hard Work of Saying, ‘I Have a Lot of Hard Work to Do’",2020
Help! I Moved Back in With My Parents and Now My Bed is a Treadmill,2020
"How to Talk to Kids About Race or Really Anything, They’re Hard to Talk To",2020
Why Meeting Your Boyfriend’s Parents Could Have Been An Email,2020
‘Stop Attacking Me!’ Says Woman When Presented With Facts,2020
Wow! Woman Accidentally Becomes an OBGYN While Learning How to Insert a Diva Cup,2020
"Man Who Doesn’t Believe in Updating Centuries-Old, Failing Institution Updates Phone Software Once a Week",2020
"Here You Go: Fifteen Sexy, Unproblematic Eels",2020
Classy! This Woman Shits With Her Legs Crossed,2020
Are You Feeling More Optimistic or Have You Just Exceeded Your Monthly Article Limit?,2020
"DUDE CORNER: I Just Think Cancel Culture Veers Into Dangerous Territory, Like for Me Personally",2020
3 Songs About Loving Yourself You Can Sing Even When You’re a Fucking Bitch,2020
Boozy Brunch Actually Less Fun With Constant Fear Of Dying,2020
Embarrassing! Cat Wants Scratches Too Much,2020
Mask Couldn’t be Any Less on Guy’s Face,2020
Wow! This Reply Guy Won’t Rest Until Every Woman Publicly Relives Her Trauma,2020
How to Do Winged Eyeliner Now That You’ve Forgotten What Makeup Is,2020
"‘Haha Yeah, Impeach Barr,’ Says Woman Who Definitely Knew You Could Impeach Non-Presidents Before This Week",2020
STUDY: This Study Will Be Retracted by Tomorrow,2020
Unprofessional? This Therapist Never Says Anything Funny Enough for Her Patients to Tweet,2020
"QUIZ: Should You Buy This Ethically Made T-Shirt, or Just Wear One of the 27 T-Shirts You Already Own?",2020
How to Tell If He’s an Undercover Cop or Just Another Goofy Man,2020
"Store Boards Windows to Avoid Loss of Money, Paints BLM Art on Boards to Avoid Loss of Money",2020
Why I Will Always Believe Women When Doing So Has No Negative Consequences for Me Personally,2020
